year_film,year_ceremony,ceremony,category,name,film,win,Gross,Date,Runtime,Awards,nominations,imdb,tomato,Metacr,imdbVotes,Documentary,Thriller,Short,Comedy,Fantasy,Animation,Mystery,Music,Biography,Drama,Western,Sci-Fi,Musical,History,Action,Crime,Romance,Family,Adventure,Sport,Horror,War
1986,1987,59,ACTRESS IN A LEADING ROLE,Kathleen Turner,Peggy Sue Got Married,False,41382841.0,Oct,103,4.0,8.0,6.3,85.0,74.0,30988.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1986,1987,59,ACTRESS IN A LEADING ROLE,Sigourney Weaver,Aliens,False,85160248.0,Jul,137,18.0,23.0,8.3,99.0,84.0,619149.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1987,1988,60,ACTRESS IN A LEADING ROLE,Cher,Moonstruck,True,80640528.0,Jan,102,15.0,19.0,7.1,93.0,83.0,45696.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1987,1988,60,ACTRESS IN A LEADING ROLE,Glenn Close,Fatal Attraction,False,156645693.0,Sep,119,7.0,16.0,6.9,76.0,67.0,70416.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1987,1988,60,ACTRESS IN A LEADING ROLE,Holly Hunter,Broadcast News,False,51249404.0,Dec,133,15.0,17.0,7.2,98.0,84.0,25457.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1987,1988,60,ACTRESS IN A LEADING ROLE,Sally Kirkland,Anna,False,7743794.0,Nov,100,3.0,4.0,6.5,85.8449111470113,77.40287769784173,603.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1987,1988,60,ACTRESS IN A LEADING ROLE,Meryl Streep,Ironweed,False,7393346.0,Feb,143,2.0,2.0,6.7,64.0,77.40287769784173,7908.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1988,1989,61,ACTRESS IN A LEADING ROLE,Glenn Close,Dangerous Liaisons,False,34670720.0,Feb,119,18.0,20.0,7.6,93.0,74.0,61373.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1988,1989,61,ACTRESS IN A LEADING ROLE,Jodie Foster,The Accused,True,32078318.0,Oct,111,5.0,5.0,7.1,91.0,65.0,29663.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1988,1989,61,ACTRESS IN A LEADING ROLE,Melanie Griffith,Working Girl,False,63779477.0,Dec,113,8.0,17.0,6.8,83.0,73.0,49029.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
