year_film,year_ceremony,ceremony,category,name,film,win,Gross,Date,Runtime,Awards,nominations,imdb,tomato,Metacr,imdbVotes,Documentary,Thriller,Short,Comedy,Fantasy,Animation,Mystery,Music,Biography,Drama,Western,Sci-Fi,Musical,History,Action,Crime,Romance,Family,Adventure,Sport,Horror,War
1984,1985,57,ACTOR IN A LEADING ROLE,F Murray Abraham,Amadeus,True,51973029.0,Sep,160,34.0,14.0,8.3,93.0,88.0,349716.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1984,1985,57,ACTOR IN A LEADING ROLE,Jeff Bridges,Starman,False,28744356.0,Dec,115,1.0,5.0,7.0,84.0,71.0,40418.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1984,1985,57,ACTOR IN A LEADING ROLE,Albert Finney,Under the Volcano,False,2556800.0,Jun,112,3.0,5.0,7.1,71.0,77.40287769784173,4590.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1984,1985,57,ACTOR IN A LEADING ROLE,Tom Hulce,Amadeus,False,51973029.0,Sep,160,34.0,14.0,8.3,93.0,88.0,349716.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1984,1985,57,ACTOR IN A LEADING ROLE,Sam Waterston,The Killing Fields,False,34700291.0,Feb,141,24.0,22.0,7.8,93.0,76.0,48769.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1985,1986,58,ACTOR IN A LEADING ROLE,Harrison Ford,Witness,False,68706993.0,Feb,112,11.0,25.0,7.4,92.0,76.0,80962.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1985,1986,58,ACTOR IN A LEADING ROLE,James Garner,Murphys Romance,False,30867525.0,Jan,107,0.0,2.0,7.0,73.0,77.40287769784173,5078.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1985,1986,58,ACTOR IN A LEADING ROLE,William Hurt,Kiss of the Spider Woman,True,17005229.0,Jul,120,12.0,10.0,7.4,85.0,80.0,13228.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1985,1986,58,ACTOR IN A LEADING ROLE,Jack Nicholson,Prizzis Honor,False,26657534.0,Jun,130,26.0,24.0,6.7,86.0,84.0,21627.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1985,1986,58,ACTOR IN A LEADING ROLE,Jon Voight,Runaway Train,False,7683620.0,Jan,111,2.0,5.0,7.2,85.0,67.0,25008.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1986,1987,59,ACTOR IN A LEADING ROLE,Dexter Gordon,Round Midnight,False,3272593.0,Oct,133,9.0,11.0,7.4,100.0,77.40287769784173,4337.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1986,1987,59,ACTOR IN A LEADING ROLE,Bob Hoskins,Mona Lisa,False,5794184.0,Jun,104,13.0,13.0,7.3,97.0,77.40287769784173,12280.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1986,1987,59,ACTOR IN A LEADING ROLE,William Hurt,Children of a Lesser God,False,31853080.0,Oct,119,5.0,11.0,7.2,81.0,80.0,14065.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1986,1987,59,ACTOR IN A LEADING ROLE,Paul Newman,The Color of Money,True,52293982.0,Oct,119,2.0,10.0,7.0,89.0,77.0,70043.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
